Sentence,Entity1,E1_POS,E1_DEP,Entity2,E2_POS,E2_DEP,Relationship,Direction,predicted_relationship,predicted_rel_with_direction
1219,fire,['NN'],nsubj,area,['NN'],pobj,Entity-Origin,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1220,harm,"['DT', 'NN']",dobj,quake,"['DT', 'NN']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1221,tritium,['NN'],dobj,water,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1222,comment,['NN'],pobj,developer,['NN'],pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1223,infections,"['NNS', 'IN']",ROOT,malodor,['NN'],pobj,Cause-Effect,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1224,gas,"['DT', 'NN']",dobj,algae,"['DT', 'NN']",pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1225,fungi,['NNS'],conj,disease,"['DT', 'NN', 'IN']",appos,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1226,Diabetes,"['NNS', 'DT', 'DT']",nsubj,disorders,"['VBZ', 'NNS', 'CC']",pobj,Other,Othe,Member-Collection,"Member-Collection(e2,e1)"
1227,clashes,"['NNS', 'DT']",nsubj,deaths,"['DT', 'NNS', 'IN']",pobj,Cause-Effect,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1228,fleet,['NN'],poss,ship,"['NN', 'NN']",compound,Member-Collection,"e2,e1",Other,Other
1229,tool,"['NN', 'TO', 'TO', 'NN']",nsubj,handles,"['NNS', 'CC']",dobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1230,butterfly,['NN'],nsubj,patio,"['DT', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1231,daughter,['NN'],nsubj,coma,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1232,division,"['NN', 'NN']",poss,soldiers,['NNS'],pobj,Member-Collection,"e2,e1",Other,Other
1233,variations,['NNS'],nsubjpass,stratospheric winds,"['JJ', 'NNS']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1234,laugh,"['DT', 'NN']",dobj,hairs,"['DT', 'NNS']",dobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1235,plum,['NN'],compound,wine,['NN'],attr,Entity-Origin,"e2,e1",Other,Other
1236,introduction,"['NN', 'IN']",pobj,book,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
1237,rock,['NN'],nsubjpass,strokes,['NNS'],pobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
1238,creator,"['DT', 'NN']",pobj,worm,['NN'],pobj,Product-Producer,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
1239,evidence,['NN'],nsubj,study,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1240,meal,['NN'],nsubj,rice,['NN'],pobj,Component-Whole,"e2,e1",Other,Other
1241,stack,"['NN', 'DT', 'NN']",pobj,objects,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1242,tank,"['DT', 'NN', 'DT']",dobj,bunker,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1243,maps,"['NNS', 'DT', 'DT', 'DT']",dobj,portfolio,['NN'],pobj,Entity-Destination,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1244,balm,['NN'],dobj,soul,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1245,man,['NN'],dobj,custody,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1246,tears,['NNS'],nsubj,river,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1247,reservoir,['NN'],nsubjpass,operation,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1248,handful,"['DT', 'NN', 'DT']",dobj,tidbits,['NNS'],pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
1249,tree,['JJ'],compound,trunks,['NNS'],pobj,Component-Whole,"e2,e1",Other,Other
1250,unit,['NN'],attr,transportation,"['NN', 'CC']",pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
1251,insight,"['IN', 'NN']",dobj,problem,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1252,statement,['NN'],nsubj,leadership,['NN'],pobj,Product-Producer,"e1,e2",Other,Other
1253,fish,['JJ'],nsubj,shoal,"['DT', 'NN']",pobj,Member-Collection,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1254,wine,"['NN', 'IN']",nsubj,can,"['DT', 'MD']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1255,log- jam,"['DT', 'JJ', 'NN']",pobj,cases,"['DT', 'NNS']",pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1256,journal,['NN'],nsubj,book reviews,"['NN', 'NNS']",dobj,Component-Whole,"e2,e1",Content-Container,"Content-Container(e1,e2)"
1257,talk,['NN'],compound,challenges,['NNS'],dobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1258,bloodshed,['NN'],pobj,growth,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1259,correspondence,['NN'],nsubj,cheque,['NN'],dobj,Content-Container,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1260,class,"['NN', 'DT', 'DT']",pobj,therapeutic benefits,"['DT', 'DT', 'JJ', 'NNS', 'VB', 'DT', 'DT']",dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1261,flink,['NN'],nsubj,cows,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1262,ring,"['NN', 'NN']",conj,partners,"['DT', 'NNS']",pobj,Member-Collection,"e2,e1",Other,Other
1263,Tree,['NNP'],compound,bark,['NN'],nsubjpass,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
1264,bolt,['NN'],dobj,firearm,['JJ'],compound,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1265,water,['NN'],nsubjpass,evaporators,['NNS'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1266,questionnaire,"['NN', 'NN']",nsubj,sections,"['NNS', 'NN']",dobj,Component-Whole,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1267,disputation,['NN'],dobj,lawyers,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
1268,benefits,['NNS'],nsubjpass,sentence,['NN'],pobj,Message-Topic,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
1269,witch,['NN'],nsubj,bone,"['IN', 'NN']",pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1270,biosurfactant,['NN'],pobj,oil,['NN'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1271,steps,['NNS'],pobj,ladder,"['DT', 'NN']",pobj,Component-Whole,"e1,e2",Other,Other
1272,bottle,['NN'],dobj,isopropanol,"['DT', 'NN']",pobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
1273,letter,['NN'],nsubjpass,group,"['NN', 'NN', 'RP']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1274,stranger,['NN'],nsubj,brother,['NN'],dobj,Entity-Destination,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1275,rudders,['NNS'],dobj,towboats,"['NNS', 'DT']",pobj,Component-Whole,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1276,tribes,['NNS'],nsubj,houses,['NNS'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1277,rain,['NN'],pobj,forest canopy,"['JJS', 'NN']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1278,boat,"['NN', 'DT', 'DT', 'NN']",pobj,harbour,"['NN', 'DT', 'DT']",pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1279,anxiety,['NN'],nsubj,accident,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1280,company,['NN'],nsubj,obligations,['NNS'],pobj,Other,Othe,Entity-Origin,"Entity-Origin(e1,e2)"
1281,community,['NN'],pobj,scholars,"['NN', 'DT', 'DT', 'DT', 'NNS']",pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
1282,room,['NN'],nsubjpass,corner,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1283,technique,['NN'],nsubjpass,websites,['NNS'],pobj,Instrument-Agency,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1284,file cabinet,"['DT', 'JJ', 'NN', 'IN', 'IN']",attr,IOU,['NNP'],pobj,Content-Container,"e2,e1",Instrument-Agency,"Instrument-Agency(e1,e2)"
1285,policeman,"['DT', 'NN', 'DT', 'NN']",attr,police force,"['NN', 'NN']",pobj,Member-Collection,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1286,sunflower,['NN'],compound,oil,"['NN', 'NN']",ROOT,Entity-Origin,"e2,e1",Other,Other
1287,stores,"['NNS', 'NN']",nsubj,areas,"['NNS', 'NN']",dobj,Component-Whole,"e2,e1",Other,Other
1288,energy,['NN'],nsubj,source,['NN'],pobj,Cause-Effect,"e2,e1",Entity-Origin,"Entity-Origin(e1,e2)"
1289,publications,"['NNS', 'IN']",pobj,similarities,['NNS'],pobj,Message-Topic,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1290,man,"['NN', 'DT']",nsubj,bat,"['DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
1291,remnants,"['NNS', 'DT']",nsubj,box,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1292,cerebrum,['NN'],nsubjpass,hemispheres,"['VBZ', 'NNS']",dobj,Component-Whole,"e2,e1",Component-Whole,"Component-Whole(e2,e1)"
1293,clowder,['NN'],pobj,cats,"['DT', 'NNS']",pobj,Member-Collection,"e2,e1",Other,Other
1294,powder,['NN'],dobj,casing,"['DT', 'IN', 'NN']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1295,soul,['NN'],nsubj,body,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1296,remote control,"['JJ', 'NN']",nsubj,water,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1297,books,['NNS'],pobj,identification,"['DT', 'NN']",pobj,Message-Topic,"e1,e2",Instrument-Agency,"Instrument-Agency(e1,e2)"
1298,energy,['NN'],compound,charge,['NN'],pobj,Entity-Origin,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1299,nucleocapsids,['NNS'],nsubjpass,nuclei,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1300,nest,['JJS'],nsubj,hornets,['NNS'],pobj,Other,Othe,Other,Other
1301,spindle,['NN'],compound,pump,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
1302,caravan,"['DT', 'NN']",pobj,camels,"['DT', 'NNS']",pobj,Member-Collection,"e2,e1",Other,Other
1303,crimes,"['NNS', 'NNS']",attr,show,['NN'],pobj,Message-Topic,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1304,chocolate,['NN'],nsubjpass,butter,['NN'],pobj,Entity-Origin,"e1,e2",Member-Collection,"Member-Collection(e2,e1)"
1305,niece,['NN'],nsubj,apartment,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1306,design,['NN'],pobj,architect,"['DT', 'DT', 'DT', 'NN']",pobj,Product-Producer,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1307,cook,['NN'],nsubj,coals,"['DT', 'NNS', 'DT']",dobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1308,acne,['NN'],pobj,cosmetics,['NNS'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1309,moons,['NNS'],nsubjpass,collaboration,"['NN', 'IN']",pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
1310,light,['NN'],nsubj,face,['NN'],pobj,Cause-Effect,"e2,e1",Entity-Origin,"Entity-Origin(e1,e2)"
1311,receiver,['NN'],compound,catch,"['DT', 'NN']",pobj,Other,Othe,Instrument-Agency,"Instrument-Agency(e2,e1)"
1312,shirt,['NN'],compound,sleeve,['NN'],nsubj,Component-Whole,"e2,e1",Other,Other
1313,garden,"['NN', 'DT', 'DT', 'DT']",nsubj,pail,"['DT', 'NN', 'DT', 'DT']",pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1314,document,['NN'],nsubj,interrogation,"['DT', 'NN', 'IN']",pobj,Message-Topic,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1315,nuts,['NNS'],dobj,tires,['NNS'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1316,man,"['NN', 'DT']",nsubj,knife,['NN'],pobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
1317,stone,"['NN', 'CD', 'TO', 'IN']",dobj,cup,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1318,noise,['NN'],nsubjpass,resistors,['NNS'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1319,damage,"['DT', 'NN']",pobj,reconstruction,['NN'],compound,Other,Othe,Cause-Effect,"Cause-Effect(e1,e2)"
1320,dialogue,['NN'],nsubj,economic impact,"['JJ', 'NN']",dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1321,bank,['NN'],nsubj,plans,['NNS'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1322,light,['NN'],nsubj,turrets,['NNS'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1323,stew,['NN'],pobj,cauldron,['NN'],pobj,Content-Container,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
1324,sedge,['NN'],conj,bitterns,['NNS'],pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1325,woman,['NN'],nsubjpass,village,['NN'],pobj,Entity-Origin,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1326,questions,['NNS'],conj,cultural differences,"['JJ', 'NNS']",pobj,Message-Topic,"e1,e2",Other,Other
1327,phosphorus,['NN'],conj,calcium loss,"['NN', 'NN']",nsubjpass,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1328,furnace,['NN'],compound,thermostat,"['NN', 'DT']",nsubj,Component-Whole,"e2,e1",Other,Other
1329,bureau,['NN'],nsubj,committee,['NN'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1330,mover,['NN'],nsubj,hamburger,"['DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Other,Other
1331,wallet,"['NN', 'DT']",nsubj,locker,['NN'],pobj,Content-Container,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1332,book,['NN'],poss,chapters,['NNS'],pobj,Component-Whole,"e2,e1",Other,Other
1333,display case,"['NN', 'NN']",nsubj,desserts,"['NNS', 'NNS']",pobj,Content-Container,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
1334,chemicals,['NNS'],dobj,river,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1335,member,['NN'],attr,team,"['DT', 'NN']",pobj,Member-Collection,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1336,script,['NN'],nsubj,index,['NN'],dobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1337,preview,['NN'],nsubjpass,blog,['NN'],pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1338,radio,['NN'],nsubj,development,['NN'],pobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1339,convict,['NN'],nsubj,claim,"['DT', 'NN']",pobj,Product-Producer,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
1340,armor,"['NN', 'DT']",nsubj,chest,['NN'],pobj,Content-Container,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1341,dust,['NN'],nsubj,irritation,['NN'],dobj,Cause-Effect,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1342,flakeboard,['NN'],nsubjpass,guardrail,['NN'],compound,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1343,troop,['NN'],conj,princesses,"['VBZ', 'IN']",pobj,Member-Collection,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1344,plastic bag,"['DT', 'JJ', 'NN']",dobj,marijuana,"['DT', 'JJ']",pobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
1345,thermostat,"['DT', 'NN', 'DT', 'DT']",dobj,refrigerator,"['NN', 'TO', 'TO', 'TO']",pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1346,crisis,['NN'],nsubj,sector,"['NN', 'NN']",conj,Entity-Origin,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
1347,hormone,"['NN', 'IN']",attr,gland,"['DT', 'NN', 'CC']",pobj,Product-Producer,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1348,researcher,"['DT', 'NN', 'DT']",nsubj,programme,"['DT', 'DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1349,mountain,"['NN', 'DT']",compound,landscapes,"['NNS', 'CC', 'DT', 'CC']",pobj,Other,Othe,Other,Other
1350,boxes,['NNS'],dobj,house,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1351,heat,['NN'],nsubj,metamorphism,['NN'],nsubj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1352,optimization,"['DT', 'NN']",nsubjpass,engineers,"['NNS', 'IN']",pobj,Instrument-Agency,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1353,phalanx,"['DT', 'NN']",dobj,comrades,"['DT', 'NNS']",pobj,Member-Collection,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
1354,flange,"['DT', 'NN']",pobj,baboons,"['DT', 'NNS']",pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
1355,architect,"['NN', 'DT']",compound,strip,['NN'],pobj,Instrument-Agency,"e2,e1",Instrument-Agency,"Instrument-Agency(e2,e1)"
1356,fever,['NN'],dobj,stress,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1357,aircraft,['NN'],ccomp,flight,['NN'],pobj,Other,Othe,Entity-Origin,"Entity-Origin(e1,e2)"
1358,recipe,['NN'],nsubj,friends,['NNS'],pobj,Entity-Origin,"e1,e2",Entity-Origin,"Entity-Origin(e1,e2)"
1359,mastiffs,['NNS'],dobj,homes,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1360,pin,['NN'],nsubj,potentiometer,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1361,nide,['NN'],nsubj,pheasants,"['DT', 'IN', 'DT', 'NNS']",pobj,Member-Collection,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1362,statement,"['NN', 'DT']",nsubj,topics,['NNS'],pobj,Message-Topic,"e1,e2",Component-Whole,"Component-Whole(e1,e2)"
1363,article,"['DT', 'NN']",dobj,music,['NN'],nsubj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e1,e2)"
1364,bottle,['JJ'],dobj,gold dust,"['NN', 'NN']",pobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
1365,weight,['NN'],nsubj,collapse,"['DT', 'NN']",dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1366,committee,['NN'],nsubj,recommendations,['NNS'],dobj,Product-Producer,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1367,circle,['NN'],pobj,mobsters,['NNS'],pobj,Member-Collection,"e2,e1",Member-Collection,"Member-Collection(e2,e1)"
1368,nose,['NN'],pobj,tissue,"['VBZ', 'NN']",pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1369,monsoons,['NNS'],nsubjpass,change,"['NN', 'DT']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1370,rules,['NNS'],nsubj,behavior,"['NN', 'DT']",dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1371,explosion,['NN'],pobj,blast,"['DT', 'NN']",pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1372,sadness,['JJR'],nsubj,fear,"['VB', 'VB']",ROOT,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1373,padding,['VBG'],nsubjpass,helmets,['NNS'],pobj,Entity-Destination,"e1,e2",Content-Container,"Content-Container(e1,e2)"
1374,letters,['NNS'],nsubjpass,addresses,['NNS'],pobj,Entity-Destination,"e1,e2",Cause-Effect,"Cause-Effect(e2,e1)"
1375,kitchen,['NN'],nsubj,fridge,['NN'],dobj,Component-Whole,"e2,e1",Other,Other
1376,shop,['NN'],dobj,booth,['NN'],pobj,Instrument-Agency,"e2,e1",Content-Container,"Content-Container(e1,e2)"
1377,damage,['NN'],nsubjpass,hallucinogens,['NNS'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1378,flu,['NN'],pobj,chills,['NNS'],conj,Cause-Effect,"e1,e2",Message-Topic,"Message-Topic(e1,e2)"
1379,device,['NN'],nsubjpass,port,['NN'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1380,workshop,['NN'],nsubj,tools,['NNS'],dobj,Message-Topic,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1381,joke,['NN'],nmod,comedy,['NN'],nsubj,Component-Whole,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1382,grain,"['DT', 'NN']",compound,whisky,['NN'],nsubjpass,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
1383,quarterback,"['NN', 'DT']",nsubj,pass,"['DT', 'NN']",pobj,Instrument-Agency,"e2,e1",Other,Other
1384,cistern,['NN'],pobj,liquids,['NNS'],dobj,Content-Container,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1385,policy,['NN'],nsubjpass,prevention,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
1386,catapult,['NN'],amod,arm,['NN'],pobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1387,company,['NN'],nsubj,research,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1388,people,['NNS'],nsubj,areas,['NNS'],pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1389,decedent,['NN'],nsubj,yard,['NN'],dobj,Entity-Origin,"e1,e2",Product-Producer,"Product-Producer(e2,e1)"
1390,heart,['NN'],compound,valves,['VBZ'],pobj,Component-Whole,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
1391,author,['NN'],poss,birth,['NN'],pobj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1392,page,"['NN', 'DT']",nsubj,conventions,['NNS'],pobj,Component-Whole,"e2,e1",Component-Whole,"Component-Whole(e1,e2)"
1393,blaze,['NN'],pobj,fault,['NN'],pobj,Cause-Effect,"e2,e1",Cause-Effect,"Cause-Effect(e2,e1)"
1394,bean,['JJ'],compound,flour,['NN'],pobj,Entity-Origin,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
1395,key,['JJ'],amod,member,"['NN', 'NN']",conj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1396,merger,['NN'],nsubj,opposition,['NN'],pobj,Other,Othe,Entity-Destination,"Entity-Destination(e1,e2)"
1397,regulation,"['NN', 'DT']",nsubj,valve,"['NN', 'DT']",dobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e2,e1)"
1398,bullet,['NN'],dobj,head,"['PRP', 'DT', 'DT', 'NN', 'DT']",pobj,Entity-Destination,"e1,e2",Entity-Destination,"Entity-Destination(e1,e2)"
1399,computer,['NN'],nsubjpass,area,"['DT', 'NN']",pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
1400,details,['NNS'],nsubjpass,interview,['NN'],pobj,Message-Topic,"e2,e1",Message-Topic,"Message-Topic(e2,e1)"
1401,debris,"['VBZ', 'NN']",dobj,fire,['NN'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e2,e1)"
1402,flu,['NN'],conj,stress,['NN'],dobj,Cause-Effect,"e1,e2",Cause-Effect,"Cause-Effect(e1,e2)"
1403,slot machine,"['NN', 'NN']",nsubj,reels,['NNS'],dobj,Component-Whole,"e2,e1",Other,Other
1404,rod,['NN'],pobj,cylinder,['NN'],pobj,Component-Whole,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
1405,archive,['JJ'],amod,months,['NNS'],pobj,Other,Othe,Cause-Effect,"Cause-Effect(e1,e2)"
1406,Jug,['NNP'],compound,wine,['NN'],nsubj,Content-Container,"e2,e1",Other,Other
1407,paddle,"['NN', 'DT', 'DT']",nsubj,canister,"['DT', 'DT', 'NN']",pobj,Other,Othe,Content-Container,"Content-Container(e1,e2)"
1408,government,['NN'],nsubj,science,['NN'],dobj,Instrument-Agency,"e2,e1",Other,Other
1409,pages,"['NNS', 'NNS']",conj,significance,['NN'],dobj,Message-Topic,"e1,e2",Member-Collection,"Member-Collection(e2,e1)"
1410,cockpit,"['PRP', 'NN']",compound,floor,['NN'],pobj,Component-Whole,"e2,e1",Other,Other
1411,team,"['DT', 'NN']",nsubj,general counsel,"['DT', 'JJ', 'NN']",dobj,Member-Collection,"e2,e1",Message-Topic,"Message-Topic(e1,e2)"
1412,merchant,"['DT', 'DT', 'DT', 'NN', 'DT']",dobj,duct-flutes,['NNS'],pobj,Instrument-Agency,"e2,e1",Product-Producer,"Product-Producer(e1,e2)"
1413,plurality,['NN'],dobj,features,"['NN', 'NNS']",pobj,Other,Othe,Product-Producer,"Product-Producer(e1,e2)"
1414,accident,"['DT', 'NN']",pobj,death,"['DT', 'NN']",pobj,Cause-Effect,"e1,e2",Component-Whole,"Component-Whole(e2,e1)"
1415,kidney,['NN'],dobj,father,"['PRP$', 'PRP$', 'NN']",pobj,Entity-Destination,"e1,e2",Other,Other
1416,technique,['NN'],nsubj,laser,"['DT', 'DT', 'NN']",nsubj,Other,Othe,Product-Producer,"Product-Producer(e2,e1)"
1417,species,['NNS'],nsubj,forest,['NN'],pobj,Other,Othe,Component-Whole,"Component-Whole(e1,e2)"
